run_id,hostname,suite_type,test_name,benchmark_name,dataset,metric,pg_parallel_workers,top,m,ef_construction,ef_search,lists,sampling_factor,nprob,epsilon,residual_quantization,build_threads,load_time_s,clustering_time,index_build_time_s,index_size,recall,qps,p50_latency_ms,p99_latency_ms
20260129143437,hot-ready-ubuntu-rxt6000-1-dtpm-gpu01,pgpu,pgpu-laion-100m-160000-test-ip-2,10-20-1.5,laion-100m-test-ip,dot,32,10,N/A,N/A,N/A,"[400, 160000]",256,"10,20",1.5,True,N/A,N/A,505.99s,1311,400 GB,0.8878,448.2862320372775,2.141284989193082,4.153120005503297
20260129143437,hot-ready-ubuntu-rxt6000-1-dtpm-gpu01,pgpu,pgpu-laion-100m-160000-test-ip-2,10-20-1.9,laion-100m-test-ip,dot,32,10,N/A,N/A,N/A,"[400, 160000]",256,"10,20",1.9,True,N/A,N/A,505.99s,1311,400 GB,0.8917,436.6360087063297,2.198286005295813,4.343055810313672
20260129143437,hot-ready-ubuntu-rxt6000-1-dtpm-gpu01,pgpu,pgpu-laion-100m-160000-test-ip-2,15-30-1.0,laion-100m-test-ip,dot,32,10,N/A,N/A,N/A,"[400, 160000]",256,"15,30",1.0,True,N/A,N/A,505.99s,1311,400 GB,0.8986,338.95281839339395,2.8396524721756577,5.182129291351883
20260129143437,hot-ready-ubuntu-rxt6000-1-dtpm-gpu01,pgpu,pgpu-laion-100m-160000-test-ip-2,15-30-1.5,laion-100m-test-ip,dot,32,10,N/A,N/A,N/A,"[400, 160000]",256,"15,30",1.5,True,N/A,N/A,505.99s,1311,400 GB,0.9135,328.09748815845575,2.9205760220065713,5.691665830090642
20260129143437,hot-ready-ubuntu-rxt6000-1-dtpm-gpu01,pgpu,pgpu-laion-100m-160000-test-ip-2,15-30-1.9,laion-100m-test-ip,dot,32,10,N/A,N/A,N/A,"[400, 160000]",256,"15,30",1.9,True,N/A,N/A,505.99s,1311,400 GB,0.9169,313.52102737366664,3.079296089708805,5.807826304808259
20260129143437,hot-ready-ubuntu-rxt6000-1-dtpm-gpu01,pgpu,pgpu-laion-100m-160000-test-ip-2,20-40-1.0,laion-100m-test-ip,dot,32,10,N/A,N/A,N/A,"[400, 160000]",256,"20,40",1.0,True,N/A,N/A,505.99s,1311,400 GB,0.9124,269.87000272533834,3.5744515480473638,5.992617253214121
20260129143437,hot-ready-ubuntu-rxt6000-1-dtpm-gpu01,pgpu,pgpu-laion-100m-160000-test-ip-2,20-40-1.5,laion-100m-test-ip,dot,32,10,N/A,N/A,N/A,"[400, 160000]",256,"20,40",1.5,True,N/A,N/A,505.99s,1311,400 GB,0.9284,258.7806460285185,3.7231999449431896,6.896253204904496
20260129143437,hot-ready-ubuntu-rxt6000-1-dtpm-gpu01,pgpu,pgpu-laion-100m-160000-test-ip-2,20-40-1.9,laion-100m-test-ip,dot,32,10,N/A,N/A,N/A,"[400, 160000]",256,"20,40",1.9,True,N/A,N/A,505.99s,1311,400 GB,0.9333,265.67591213198034,3.6516033578664064,6.309696726966648
20260129143437,hot-ready-ubuntu-rxt6000-1-dtpm-gpu01,pgpu,pgpu-laion-100m-160000-test-ip-2,25-50-1.0,laion-100m-test-ip,dot,32,10,N/A,N/A,N/A,"[400, 160000]",256,"25,50",1.0,True,N/A,N/A,505.99s,1311,400 GB,0.9212,226.78001614823611,4.284024005755782,7.225258955731987
20260129143437,hot-ready-ubuntu-rxt6000-1-dtpm-gpu01,pgpu,pgpu-laion-100m-160000-test-ip-2,25-50-1.5,laion-100m-test-ip,dot,32,10,N/A,N/A,N/A,"[400, 160000]",256,"25,50",1.5,True,N/A,N/A,505.99s,1311,400 GB,0.9371,225.81607791294292,4.306391114369035,7.348668687045573
20260129143437,hot-ready-ubuntu-rxt6000-1-dtpm-gpu01,pgpu,pgpu-laion-100m-160000-test-ip-2,25-50-1.9,laion-100m-test-ip,dot,32,10,N/A,N/A,N/A,"[400, 160000]",256,"25,50",1.9,True,N/A,N/A,505.99s,1311,400 GB,0.9416,223.85498413642625,4.360490944236517,7.318473272025585
20260129143437,hot-ready-ubuntu-rxt6000-1-dtpm-gpu01,pgpu,pgpu-laion-100m-160000-test-ip-2,50-100-1.0,laion-100m-test-ip,dot,32,10,N/A,N/A,N/A,"[400, 160000]",256,"50,100",1.0,True,N/A,N/A,505.99s,1311,400 GB,0.9377,122.41253625511534,8.010657969862223,12.786138772498816
20260129143437,hot-ready-ubuntu-rxt6000-1-dtpm-gpu01,pgpu,pgpu-laion-100m-160000-test-ip-2,50-100-1.5,laion-100m-test-ip,dot,32,10,N/A,N/A,N/A,"[400, 160000]",256,"50,100",1.5,True,N/A,N/A,505.99s,1311,400 GB,0.9553,123.42704298300629,7.927963626571,12.531673945486546
20260129143437,hot-ready-ubuntu-rxt6000-1-dtpm-gpu01,pgpu,pgpu-laion-100m-160000-test-ip-2,50-100-1.9,laion-100m-test-ip,dot,32,10,N/A,N/A,N/A,"[400, 160000]",256,"50,100",1.9,True,N/A,N/A,505.99s,1311,400 GB,0.9596,121.09336858866779,8.099848055280745,12.552508180961011
20260129145727,hot-ready-ubuntu-rxt6000-1-dtpm-gpu01,vectorchord,vc-laion-100m-400-160000-test-ip,10-20-1.0,laion-100m-test-ip,dot,32,10,N/A,N/A,N/A,"[400, 160000]",256,"10,20",1.0,True,32,N/A,N/A,1230,400 GB,0.8508,444.4461391360535,2.171195577830076,4.107820512726903
20260129145727,hot-ready-ubuntu-rxt6000-1-dtpm-gpu01,vectorchord,vc-laion-100m-400-160000-test-ip,10-20-1.5,laion-100m-test-ip,dot,32,10,N/A,N/A,N/A,"[400, 160000]",256,"10,20",1.5,True,32,N/A,N/A,1230,400 GB,0.8661,446.51405862921445,2.1708995336666703,3.600730991456657
20260129145727,hot-ready-ubuntu-rxt6000-1-dtpm-gpu01,vectorchord,vc-laion-100m-400-160000-test-ip,10-20-1.9,laion-100m-test-ip,dot,32,10,N/A,N/A,N/A,"[400, 160000]",256,"10,20",1.9,True,32,N/A,N/A,1230,400 GB,0.8695,437.66041108616395,2.2170745069161057,3.815944839734582
20260129145727,hot-ready-ubuntu-rxt6000-1-dtpm-gpu01,vectorchord,vc-laion-100m-400-160000-test-ip,15-30-1.0,laion-100m-test-ip,dot,32,10,N/A,N/A,N/A,"[400, 160000]",256,"15,30",1.0,True,32,N/A,N/A,1230,400 GB,0.8811,333.24540478397245,2.920983941294253,4.656229016836733
20260129145727,hot-ready-ubuntu-rxt6000-1-dtpm-gpu01,vectorchord,vc-laion-100m-400-160000-test-ip,15-30-1.5,laion-100m-test-ip,dot,32,10,N/A,N/A,N/A,"[400, 160000]",256,"15,30",1.5,True,32,N/A,N/A,1230,400 GB,0.8972,343.3060382191026,2.8221075190231204,4.782597504090516
20260129145727,hot-ready-ubuntu-rxt6000-1-dtpm-gpu01,vectorchord,vc-laion-100m-400-160000-test-ip,15-30-1.9,laion-100m-test-ip,dot,32,10,N/A,N/A,N/A,"[400, 160000]",256,"15,30",1.9,True,32,N/A,N/A,1230,400 GB,0.9007,358.58344294731705,2.726516919210553,4.348310979548842
20260129145727,hot-ready-ubuntu-rxt6000-1-dtpm-gpu01,vectorchord,vc-laion-100m-400-160000-test-ip,20-40-1.0,laion-100m-test-ip,dot,32,10,N/A,N/A,N/A,"[400, 160000]",256,"20,40",1.0,True,32,N/A,N/A,1230,400 GB,0.8971,287.3318246100247,3.3658924512565136,5.545916196424513
20260129145727,hot-ready-ubuntu-rxt6000-1-dtpm-gpu01,vectorchord,vc-laion-100m-400-160000-test-ip,20-40-1.5,laion-100m-test-ip,dot,32,10,N/A,N/A,N/A,"[400, 160000]",256,"20,40",1.5,True,32,N/A,N/A,1230,400 GB,0.9142,264.2290444366034,3.6965239560231566,5.803357737604529
20260129145727,hot-ready-ubuntu-rxt6000-1-dtpm-gpu01,vectorchord,vc-laion-100m-400-160000-test-ip,20-40-1.9,laion-100m-test-ip,dot,32,10,N/A,N/A,N/A,"[400, 160000]",256,"20,40",1.9,True,32,N/A,N/A,1230,400 GB,0.9184,258.6080839624239,3.7523640785366297,5.785401351749897
20260129145727,hot-ready-ubuntu-rxt6000-1-dtpm-gpu01,vectorchord,vc-laion-100m-400-160000-test-ip,25-50-1.0,laion-100m-test-ip,dot,32,10,N/A,N/A,N/A,"[400, 160000]",256,"25,50",1.0,True,32,N/A,N/A,1230,400 GB,0.9086,228.54778322770167,4.297176143154502,6.437234841287135
20260129145727,hot-ready-ubuntu-rxt6000-1-dtpm-gpu01,vectorchord,vc-laion-100m-400-160000-test-ip,25-50-1.5,laion-100m-test-ip,dot,32,10,N/A,N/A,N/A,"[400, 160000]",256,"25,50",1.5,True,32,N/A,N/A,1230,400 GB,0.9262,224.04570702770425,4.382260958664119,6.6015594359487295
20260129145727,hot-ready-ubuntu-rxt6000-1-dtpm-gpu01,vectorchord,vc-laion-100m-400-160000-test-ip,25-50-1.9,laion-100m-test-ip,dot,32,10,N/A,N/A,N/A,"[400, 160000]",256,"25,50",1.9,True,32,N/A,N/A,1230,400 GB,0.9302,221.58411993094916,4.433596972376108,6.5781590971164405
20260129145727,hot-ready-ubuntu-rxt6000-1-dtpm-gpu01,vectorchord,vc-laion-100m-400-160000-test-ip,50-100-1.0,laion-100m-test-ip,dot,32,10,N/A,N/A,N/A,"[400, 160000]",256,"50,100",1.0,True,32,N/A,N/A,1230,400 GB,0.93,122.79558525829442,8.065683883614838,11.49034133180976
20260129145727,hot-ready-ubuntu-rxt6000-1-dtpm-gpu01,vectorchord,vc-laion-100m-400-160000-test-ip,50-100-1.5,laion-100m-test-ip,dot,32,10,N/A,N/A,N/A,"[400, 160000]",256,"50,100",1.5,True,32,N/A,N/A,1230,400 GB,0.9494,122.40849880613005,8.086076006293297,11.366395771037787
20260129145727,hot-ready-ubuntu-rxt6000-1-dtpm-gpu01,vectorchord,vc-laion-100m-400-160000-test-ip,50-100-1.9,laion-100m-test-ip,dot,32,10,N/A,N/A,N/A,"[400, 160000]",256,"50,100",1.9,True,32,N/A,N/A,1230,400 GB,0.9536,121.72119128740296,8.137668017297983,11.587381099816412
